age,workclass,education_num,marital_status,occupation,relationship,capital_gain,capital_loss,hours_per_week
25,State-gov,13,Never-married,Exec-managerial,Not-in-family,0,0,40
24,Private,13,Married-civ-spouse,Tech-support,Husband,0,0,50
47,Private,9,Divorced,Craft-repair,Not-in-family,0,0,42
18,Private,6,Never-married,Other-service,Own-child,0,0,20
65,Private,13,Divorced,Adm-clerical,Not-in-family,0,0,40
35,Self-emp-not-inc,10,Married-civ-spouse,Other-service,Husband,0,0,60
52,Private,9,Divorced,Adm-clerical,Unmarried,0,1741,38
36,Private,13,Married-civ-spouse,Sales,Husband,0,0,40
34,State-gov,9,Never-married,Other-service,Own-child,0,0,42
34,Private,11,Married-civ-spouse,Tech-support,Husband,0,0,40
26,Private,13,Never-married,Exec-managerial,Not-in-family,0,0,40
52,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,45
35,?,6,Divorced,?,Unmarried,0,0,16
39,Private,10,Divorced,Adm-clerical,Unmarried,0,0,35
49,Private,11,Married-civ-spouse,Prof-specialty,Husband,0,0,40
57,State-gov,16,Divorced,Prof-specialty,Unmarried,0,0,50
30,Private,6,Never-married,Machine-op-inspct,Other-relative,0,0,40
37,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,44
25,Private,9,Never-married,Transport-moving,Unmarried,0,0,40
23,Private,10,Never-married,Handlers-cleaners,Own-child,0,0,10
33,Federal-gov,15,Married-civ-spouse,Prof-specialty,Wife,0,0,40
22,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40
35,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,0,0,55
19,Private,10,Never-married,Sales,Own-child,0,0,25
29,Private,10,Never-married,Other-service,Not-in-family,0,0,41
29,Private,9,Never-married,Protective-serv,Other-relative,0,0,40
30,Local-gov,13,Never-married,Prof-specialty,Own-child,0,0,15
19,Private,10,Never-married,Tech-support,Own-child,0,1719,16
49,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,0,1902,60
30,Private,11,Never-married,Prof-specialty,Not-in-family,0,0,40
44,State-gov,14,Never-married,Prof-specialty,Not-in-family,0,0,60
44,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,99999,0,50
25,Private,10,Never-married,Tech-support,Not-in-family,2174,0,40
21,State-gov,10,Never-married,Tech-support,Own-child,0,0,10
61,Private,14,Married-civ-spouse,Prof-specialty,Husband,0,0,50
40,Private,13,Married-civ-spouse,Prof-specialty,Husband,0,0,50
36,Private,9,Divorced,Prof-specialty,Own-child,0,0,40
50,Private,13,Married-civ-spouse,Exec-managerial,Husband,7298,0,50
24,Private,13,Never-married,Prof-specialty,Own-child,0,0,20
39,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
47,?,13,Married-civ-spouse,?,Husband,0,0,36
40,Private,9,Never-married,Other-service,Not-in-family,0,0,40
45,Private,5,Never-married,Other-service,Not-in-family,0,0,15
30,Private,9,Never-married,Adm-clerical,Not-in-family,0,0,45
56,Private,9,Married-civ-spouse,Exec-managerial,Wife,0,0,40
42,Private,9,Married-civ-spouse,Transport-moving,Husband,0,0,30
25,Private,13,Never-married,Sales,Own-child,0,0,40
31,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40
28,Private,13,Married-civ-spouse,Sales,Husband,0,0,40
50,Private,4,Married-civ-spouse,Sales,Husband,0,0,49
49,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
29,Private,9,Divorced,Craft-repair,Not-in-family,0,0,60
41,Private,10,Never-married,Craft-repair,Unmarried,0,3004,60
29,Self-emp-not-inc,9,Never-married,Transport-moving,Unmarried,0,0,45
38,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,0,0,45
38,Private,9,Divorced,Craft-repair,Not-in-family,0,2205,40
35,Private,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40
19,Without-pay,9,Never-married,Farming-fishing,Own-child,0,0,10
19,Private,9,Never-married,Other-service,Not-in-family,0,0,30
45,Private,10,Separated,Adm-clerical,Unmarried,0,0,27
55,Private,9,Divorced,Craft-repair,Not-in-family,0,0,45
33,Private,5,Divorced,Handlers-cleaners,Not-in-family,0,0,70
36,Local-gov,13,Married-civ-spouse,Prof-specialty,Own-child,0,0,40
38,Private,13,Divorced,Prof-specialty,Not-in-family,0,0,50
36,Private,9,Never-married,Machine-op-inspct,Unmarried,0,0,40
41,Federal-gov,10,Married-spouse-absent,Adm-clerical,Not-in-family,4650,0,40
23,Private,10,Never-married,Farming-fishing,Own-child,0,0,40
66,?,10,Widowed,?,Unmarried,0,4356,40
21,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40
51,Private,7,Divorced,Other-service,Unmarried,0,0,30
33,Local-gov,9,Separated,Other-service,Own-child,0,0,80
56,Self-emp-not-inc,13,Never-married,Exec-managerial,Not-in-family,0,0,60
43,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,45
37,Private,13,Never-married,Sales,Not-in-family,0,0,40
68,Private,10,Widowed,Exec-managerial,Not-in-family,0,0,45
58,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
25,Private,10,Never-married,Tech-support,Not-in-family,2174,0,50
45,Private,14,Married-civ-spouse,Exec-managerial,Husband,15024,0,50
48,Self-emp-inc,4,Married-civ-spouse,Craft-repair,Husband,0,0,50
57,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40
51,Private,9,Widowed,Prof-specialty,Unmarried,0,0,35
45,Private,13,Married-civ-spouse,Craft-repair,Husband,0,0,72
28,State-gov,14,Married-civ-spouse,Exec-managerial,Wife,0,0,40
50,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40
47,Self-emp-not-inc,13,Widowed,Exec-managerial,Unmarried,0,0,60
34,Private,13,Married-spouse-absent,Prof-specialty,Not-in-family,0,0,35
35,Private,9,Divorced,Farming-fishing,Not-in-family,0,0,65
47,Federal-gov,13,Married-civ-spouse,Exec-managerial,Wife,0,0,40
26,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
17,Private,7,Never-married,Sales,Own-child,0,0,20
31,Private,10,Married-civ-spouse,Craft-repair,Husband,0,0,45
35,Private,13,Never-married,Handlers-cleaners,Not-in-family,0,0,50
62,Private,13,Married-civ-spouse,Exec-managerial,Husband,15024,0,40
43,Private,13,Married-civ-spouse,Craft-repair,Husband,0,0,40
35,Private,2,Married-spouse-absent,Other-service,Not-in-family,0,0,40
31,Private,9,Married-civ-spouse,Transport-moving,Husband,0,0,65
39,Local-gov,8,Married-civ-spouse,Transport-moving,Husband,0,1848,40
70,Private,5,Married-civ-spouse,Machine-op-inspct,Wife,2653,0,40
40,Private,10,Married-civ-spouse,Other-service,Husband,0,1485,40
54,Local-gov,10,Divorced,Exec-managerial,Unmarried,0,0,35
37,Local-gov,11,Married-civ-spouse,Protective-serv,Husband,0,0,40
62,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,0,0,40
43,Private,9,Married-civ-spouse,Transport-moving,Husband,0,0,30
41,Private,9,Married-civ-spouse,Sales,Husband,0,0,40
39,Private,9,Never-married,Craft-repair,Own-child,0,0,40
54,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,7688,0,40
42,Local-gov,5,Married-civ-spouse,Other-service,Husband,0,0,40
34,Private,13,Married-civ-spouse,Exec-managerial,Husband,3103,0,55
32,Private,10,Never-married,Prof-specialty,Not-in-family,0,0,44
42,Private,3,Separated,Adm-clerical,Other-relative,0,0,40
20,State-gov,9,Never-married,Other-service,Not-in-family,0,0,40
19,?,10,Never-married,?,Own-child,0,0,22
61,Private,9,Divorced,Sales,Unmarried,0,2754,25
57,Private,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40
34,Private,10,Married-civ-spouse,Adm-clerical,Wife,0,2057,40
25,Private,10,Never-married,Adm-clerical,Own-child,0,0,40
37,Private,14,Married-civ-spouse,Exec-managerial,Husband,0,0,55
24,Local-gov,10,Never-married,Tech-support,Not-in-family,14344,0,50
34,Private,10,Never-married,Adm-clerical,Unmarried,0,0,40
21,Private,11,Never-married,Machine-op-inspct,Own-child,0,0,40
29,Private,13,Never-married,Adm-clerical,Not-in-family,0,0,40
50,Private,9,Divorced,Adm-clerical,Not-in-family,0,0,40
21,?,10,Never-married,?,Own-child,0,0,24
28,Private,10,Never-married,Adm-clerical,Unmarried,0,0,40
20,Private,10,Never-married,Sales,Not-in-family,0,0,25
40,Private,9,Married-civ-spouse,Craft-repair,Wife,7298,0,40
25,Private,14,Never-married,Prof-specialty,Not-in-family,4650,0,37
32,Private,12,Never-married,Adm-clerical,Not-in-family,0,0,40
53,Private,10,Married-civ-spouse,Transport-moving,Husband,0,0,40
44,?,9,Never-married,?,Unmarried,0,0,40
19,Private,9,Never-married,Craft-repair,Other-relative,0,0,40
43,Private,10,Married-civ-spouse,Protective-serv,Husband,0,0,40
20,Private,7,Never-married,Other-service,Own-child,594,0,20
19,?,9,Never-married,?,Own-child,0,0,40
17,Private,6,Never-married,Prof-specialty,Own-child,0,0,20
33,Private,8,Divorced,Machine-op-inspct,Unmarried,0,0,40
41,Private,10,Married-civ-spouse,Adm-clerical,Wife,0,0,40
55,Private,14,Married-civ-spouse,Exec-managerial,Husband,0,1977,40
35,Private,14,Never-married,Prof-specialty,Not-in-family,0,0,45
59,Private,6,Married-civ-spouse,Craft-repair,Husband,0,0,40
32,Private,13,Married-civ-spouse,Prof-specialty,Husband,99999,0,50
26,Self-emp-not-inc,10,Separated,Craft-repair,Not-in-family,0,0,30
17,Private,7,Never-married,Other-service,Own-child,0,1721,15
23,Private,11,Never-married,Machine-op-inspct,Own-child,0,0,40
48,Private,13,Married-civ-spouse,Sales,Husband,0,0,40
39,Self-emp-not-inc,13,Separated,Craft-repair,Own-child,0,0,35
62,?,4,Married-civ-spouse,?,Husband,3411,0,50
43,Self-emp-not-inc,10,Divorced,Sales,Unmarried,0,880,42
34,Private,9,Married-civ-spouse,Transport-moving,Husband,0,0,40
30,Private,10,Divorced,Exec-managerial,Not-in-family,8614,0,50
28,Private,4,Married-civ-spouse,Handlers-cleaners,Husband,0,2179,40
41,Private,13,Married-civ-spouse,Transport-moving,Husband,0,0,48
34,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Husband,0,0,40
46,Local-gov,9,Divorced,Adm-clerical,Unmarried,0,0,25
34,Private,10,Separated,Craft-repair,Not-in-family,0,0,45
20,Private,7,Never-married,Handlers-cleaners,Not-in-family,0,0,32
37,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
19,Private,10,Never-married,Other-service,Not-in-family,0,0,30
21,Private,10,Never-married,Sales,Own-child,0,0,55
30,Private,7,Married-civ-spouse,Craft-repair,Husband,0,0,45
30,Private,12,Married-civ-spouse,Exec-managerial,Wife,0,0,50
52,Federal-gov,9,Divorced,Adm-clerical,Unmarried,0,0,40
33,Private,13,Married-civ-spouse,Other-service,Wife,0,0,40
65,Private,9,Widowed,Adm-clerical,Not-in-family,0,0,20
33,Local-gov,12,Married-civ-spouse,Craft-repair,Husband,0,0,50
77,?,3,Married-civ-spouse,?,Husband,0,0,20
30,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,0,0,70
74,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,0,0,30
66,Private,9,Widowed,Adm-clerical,Not-in-family,0,0,13
26,Private,10,Never-married,Other-service,Other-relative,0,0,40
24,Private,8,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40
60,Private,9,Divorced,Protective-serv,Not-in-family,0,0,40
63,Private,5,Widowed,Other-service,Not-in-family,0,0,20
47,Private,10,Separated,Other-service,Not-in-family,0,0,35
37,Federal-gov,9,Never-married,Exec-managerial,Unmarried,0,0,40
24,Private,9,Married-civ-spouse,Other-service,Wife,0,0,25
25,Private,10,Married-civ-spouse,Sales,Husband,0,0,43
36,Private,9,Divorced,Transport-moving,Not-in-family,0,0,50
60,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,0,0,15
63,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
44,Private,9,Divorced,Other-service,Unmarried,0,0,40
22,Private,7,Never-married,Adm-clerical,Not-in-family,0,0,40
19,Private,10,Never-married,Adm-clerical,Own-child,0,0,25
34,Private,13,Never-married,Tech-support,Not-in-family,0,0,40
42,State-gov,9,Never-married,Adm-clerical,Unmarried,0,0,40
40,Private,10,Separated,Adm-clerical,Not-in-family,0,0,40
43,Private,11,Married-civ-spouse,Craft-repair,Husband,0,0,99
27,?,12,Married-civ-spouse,?,Wife,0,0,40
43,Private,13,Divorced,Tech-support,Not-in-family,0,1876,40
66,Private,10,Married-civ-spouse,Protective-serv,Husband,0,0,40
40,Private,13,Divorced,Sales,Not-in-family,14084,0,40
25,Private,5,Never-married,Machine-op-inspct,Other-relative,0,0,48
64,Private,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40
66,State-gov,9,Widowed,Prof-specialty,Unmarried,0,0,35
32,Private,10,Married-civ-spouse,Craft-repair,Husband,0,0,40
47,Private,14,Married-civ-spouse,Exec-managerial,Husband,99999,0,50
41,Private,15,Married-civ-spouse,Exec-managerial,Husband,0,0,40
21,Private,4,Never-married,Other-service,Other-relative,0,0,48
49,Private,7,Married-civ-spouse,Transport-moving,Husband,0,0,40
47,Private,14,Married-civ-spouse,Exec-managerial,Husband,15024,0,40
29,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,0,0,40
50,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,0,1977,35
67,Private,7,Widowed,Other-service,Not-in-family,0,0,40
39,Private,14,Married-civ-spouse,Exec-managerial,Husband,7688,0,65
59,Private,9,Married-civ-spouse,Sales,Husband,0,0,40
21,Private,10,Never-married,Adm-clerical,Not-in-family,0,0,40
90,Private,14,Never-married,Exec-managerial,Own-child,0,0,40
42,Local-gov,9,Married-civ-spouse,Exec-managerial,Husband,0,0,60
33,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,30
32,Private,13,Never-married,Prof-specialty,Not-in-family,0,0,40
17,Private,7,Never-married,Adm-clerical,Own-child,1055,0,20
19,Private,6,Never-married,Handlers-cleaners,Own-child,0,0,25
35,Private,9,Never-married,Machine-op-inspct,Not-in-family,0,0,40
77,Private,9,Married-civ-spouse,Other-service,Husband,0,0,25
26,State-gov,10,Never-married,Protective-serv,Own-child,0,0,40
20,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,0,0,30
47,Local-gov,14,Never-married,Prof-specialty,Not-in-family,0,0,45
20,Federal-gov,9,Never-married,Adm-clerical,Own-child,0,0,40
40,Self-emp-not-inc,9,Divorced,Craft-repair,Not-in-family,0,0,40
41,Private,10,Married-civ-spouse,Sales,Husband,0,0,40
35,Private,9,Never-married,Transport-moving,Own-child,0,0,40
19,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,25
36,Private,12,Divorced,Adm-clerical,Unmarried,0,0,42
32,Private,10,Separated,Tech-support,Unmarried,0,0,50
28,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,55
42,Private,10,Married-civ-spouse,Other-service,Wife,0,0,30
57,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,0,0,35
62,?,9,Married-civ-spouse,?,Husband,0,0,40
52,Self-emp-inc,9,Divorced,Exec-managerial,Unmarried,0,0,38
59,Private,9,Married-civ-spouse,Adm-clerical,Husband,0,0,40
62,Local-gov,9,Never-married,Craft-repair,Not-in-family,0,0,40
24,Private,9,Never-married,Priv-house-serv,Not-in-family,0,0,45
54,Private,4,Married-civ-spouse,Craft-repair,Husband,0,0,40
55,?,9,Separated,?,Not-in-family,0,2001,40
38,Private,12,Married-civ-spouse,Craft-repair,Husband,0,0,45
42,Private,9,Never-married,Exec-managerial,Unmarried,0,0,25
40,Private,13,Married-spouse-absent,Other-service,Not-in-family,0,0,40
27,Private,5,Never-married,Other-service,Own-child,0,0,50
36,Private,13,Never-married,Other-service,Not-in-family,0,0,40
40,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,50
25,Private,13,Never-married,Exec-managerial,Own-child,0,1726,60
25,Private,6,Married-civ-spouse,Exec-managerial,Husband,0,0,40
60,State-gov,14,Married-civ-spouse,Exec-managerial,Wife,3103,0,40
35,Private,7,Married-civ-spouse,Sales,Wife,0,0,40
21,Private,10,Never-married,Adm-clerical,Own-child,0,0,15
54,Self-emp-not-inc,13,Divorced,Transport-moving,Not-in-family,0,0,65
46,Private,9,Never-married,Handlers-cleaners,Own-child,0,0,17
81,Private,10,Married-civ-spouse,Sales,Husband,0,0,15
30,Private,13,Never-married,Tech-support,Not-in-family,0,0,60
42,Private,11,Divorced,Prof-specialty,Unmarried,0,0,40
47,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
30,Private,13,Never-married,Tech-support,Not-in-family,0,0,35
52,Private,3,Never-married,Machine-op-inspct,Not-in-family,0,0,40
48,Private,14,Married-civ-spouse,Exec-managerial,Husband,0,0,40
52,Private,9,Married-civ-spouse,Exec-managerial,Husband,0,0,50
74,?,9,Widowed,?,Not-in-family,0,0,25
58,Private,9,Divorced,Other-service,Unmarried,0,0,25
56,Local-gov,9,Married-civ-spouse,Other-service,Husband,0,0,40
56,Private,9,Married-civ-spouse,Exec-managerial,Husband,0,0,50
55,Private,9,Divorced,Sales,Not-in-family,0,0,37
57,Private,10,Divorced,Other-service,Not-in-family,0,0,38
29,Private,9,Never-married,Machine-op-inspct,Not-in-family,3325,0,40
21,State-gov,9,Never-married,Adm-clerical,Own-child,0,0,43
46,Local-gov,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40
46,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,0,0,55
49,Private,9,Married-civ-spouse,Transport-moving,Husband,0,0,40
20,Private,10,Never-married,Sales,Not-in-family,0,0,30
23,?,13,Never-married,?,Own-child,2907,0,40
54,Private,15,Never-married,Prof-specialty,Other-relative,0,0,65
21,Private,9,Never-married,Sales,Not-in-family,0,0,50
35,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,35
51,Private,16,Married-civ-spouse,Exec-managerial,Husband,15024,0,84
33,Private,9,Married-civ-spouse,Other-service,Husband,0,0,36
24,Private,13,Married-civ-spouse,Adm-clerical,Wife,0,0,50
42,Private,10,Married-civ-spouse,Craft-repair,Husband,7688,0,40
35,Private,9,Married-civ-spouse,Transport-moving,Husband,2885,0,40
35,Private,9,Divorced,Exec-managerial,Unmarried,0,0,40
27,Federal-gov,10,Never-married,Adm-clerical,Unmarried,0,0,40
29,Private,9,Never-married,Transport-moving,Own-child,0,0,40
24,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40
49,Self-emp-not-inc,10,Never-married,Craft-repair,Unmarried,0,0,40
44,Private,13,Married-civ-spouse,Tech-support,Husband,5178,0,40
33,Private,9,Divorced,Exec-managerial,Not-in-family,0,0,45
60,Private,4,Divorced,Other-service,Not-in-family,0,0,40
53,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,0,0,50
55,Federal-gov,15,Married-civ-spouse,Exec-managerial,Husband,15024,0,40
36,State-gov,16,Never-married,Prof-specialty,Not-in-family,0,0,45
74,Private,2,Married-civ-spouse,Transport-moving,Husband,0,0,20
53,Local-gov,9,Married-spouse-absent,Transport-moving,Other-relative,0,0,35
26,Federal-gov,9,Never-married,Adm-clerical,Not-in-family,0,0,40
37,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,70
47,Private,9,Married-civ-spouse,Adm-clerical,Husband,0,0,38
23,Federal-gov,12,Never-married,Exec-managerial,Unmarried,0,0,32
36,Private,15,Never-married,Prof-specialty,Not-in-family,0,0,40
32,Private,9,Never-married,Craft-repair,Not-in-family,0,0,40
19,State-gov,10,Never-married,Adm-clerical,Own-child,0,0,15
69,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,20051,0,45
57,Federal-gov,10,Married-civ-spouse,Prof-specialty,Husband,0,0,40
20,Private,10,Never-married,Exec-managerial,Own-child,0,0,30
46,Private,9,Married-civ-spouse,Craft-repair,Husband,3464,0,40
47,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
72,Private,10,Widowed,Adm-clerical,Not-in-family,0,0,25
35,Self-emp-not-inc,9,Separated,Transport-moving,Not-in-family,0,0,70
28,Private,9,Never-married,Prof-specialty,Not-in-family,0,0,40
58,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,0,1977,50
53,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,0,0,40
29,Private,13,Never-married,Exec-managerial,Not-in-family,0,0,40
29,Self-emp-not-inc,13,Never-married,Prof-specialty,Other-relative,0,0,40
48,Private,9,Widowed,Other-service,Unmarried,0,0,25
20,Private,6,Never-married,Handlers-cleaners,Own-child,0,0,40
45,Local-gov,14,Married-civ-spouse,Adm-clerical,Husband,0,0,35
25,Private,7,Married-spouse-absent,Handlers-cleaners,Not-in-family,0,0,40
43,Federal-gov,13,Married-civ-spouse,Handlers-cleaners,Husband,0,0,53
23,Private,9,Never-married,Sales,Not-in-family,0,0,40
45,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
53,Private,9,Married-civ-spouse,Other-service,Husband,0,0,50
49,Private,13,Married-civ-spouse,Craft-repair,Husband,0,1902,40
47,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,0,0,30
50,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
47,Private,9,Divorced,Adm-clerical,Unmarried,0,0,20
50,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,0,0,45
25,Private,13,Never-married,Prof-specialty,Own-child,0,0,40
52,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,0,0,41
70,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,0,2377,50
42,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,0,0,50
46,Self-emp-inc,5,Married-civ-spouse,Adm-clerical,Wife,0,0,50
22,Private,9,Never-married,Adm-clerical,Own-child,0,0,40
19,Private,9,Married-civ-spouse,Sales,Other-relative,0,0,25
